method,lambda,random_seed,h_norm,size_std,max_min_ratio,silhouette,ari,time,cluster_sizes,dataset
GMM-Dirichlet,0.0,10,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.039000749588012695,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,11,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.10257768630981445,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,12,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0992274284362793,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,13,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.04088950157165527,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,14,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.09548234939575195,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,15,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0992741584777832,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,16,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.040761470794677734,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,17,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.08333373069763184,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,18,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0943751335144043,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,19,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.040091753005981445,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,20,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.09311509132385254,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,21,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.03819680213928223,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,22,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.0940554141998291,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,23,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.06638360023498535,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,24,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.09816694259643555,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,25,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.04049396514892578,"[600, 200, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,26,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.04101896286010742,"[200, 600, 200]",syn_3c_imbalance_60
GMM-Dirichlet,0.0,27,0.8649735207151964,188.56180831641268,3.0,0.8192784646169304,1.0,0.09562349319458008,"[200, 600, 200]",syn_3c_imbalance_60
